label,sentID,convID,convNumSent,text,sentNumTok,speakerID,speakerNumTok,age,ageExact,gender,education,socGrade
0,S28F_1000,S28F,1000,I mean yeah I I can understand thinking actually I'm not gonna drink for the next so many weeks and just do that for my health and do this and do that,34,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1003,S28F,1003,it's like everything now innit? they've all gotta do it for charity,18,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1007,S28F,1007,yeah I didn't do it but,7,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1010,S28F,1010,yeah,1,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1011,S28F,1011,did you?,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1013,S28F,1013,oh,1,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1020,S28F,1020,and so er I said to,32,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1022,S28F,1022,I said and what I'll do when you start filming I said I'll I'll tip all the ice in so we can see that there's lots of ice,32,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1027,S28F,1027,that heavy?,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1033,S28F,1033,where is,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1034,S28F,1034,er he's living in,12,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1035,S28F,1035,is he?,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1037,S28F,1037,has he?,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1039,S28F,1039,I haven't seen his car outside for a while so,11,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1040,S28F,1040,yeah that's right yeah,11,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1041,S28F,1041,on his own?,4,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1047,S28F,1047,brilliant,1,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1050,S28F,1050,hopefully he's just he's looked at one at,26,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1051,S28F,1051,so he likes living on his own then?,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1054,S28F,1054,and he cooks and he he has pasta or rice with chicken and yeah he's got in a good routine of what he does he he cooks his food,30,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1058,S28F,1058,yeah he's fine and he er his he wants to get a house with a garage and a garden cos he wants to be able to have his car in the garage,33,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_106,S28F,106,right,1,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1060,S28F,1060,erm he's on about getting another car as well again so,12,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1066,S28F,1066,it's a green one,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1068,S28F,1068,a convertible and he's erm he's got it all lowered and the wheels,16,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1074,S28F,1074,wherever he's coming from and then he has to wait till nothing's coming and go over the middle bit of the speed bumps and it drives me er,30,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1076,S28F,1076,absolutely nuts,2,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1081,S28F,1081,does he still go to all those erm like,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1086,S28F,1086,and,2,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1087,S28F,1087,so he's still got a bit of work to do on it then?,15,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1094,S28F,1094,he's gonna get his a baffle made to put in it so it'll be quieter and I said you need to get that before you move in your new place,33,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1098,S28F,1098,it is loud but it's not that bad erm and when we went to look at the place the the girl that showed us round her erm,49,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_11,S28F,11,yeah I'm always hot,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1102,S28F,1102,and I said well he he's up at half five when he's on mornings he's on shifts it's only once every three weeks so and he said you know if it gets if it is loud and if anybody's bothered by it he'll park it up the road a bit or round the corner a bit and so it'll only be an odd night an odd morning and I just said to him you need to get the thing stuck in the exhaust and only take it out when you're going off doing other stuff in the day,106,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1105,S28F,1105,how much does it affect your insurance having a modified?,11,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1117,S28F,1117,what's,11,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_112,S28F,112,cos you have Fridays off don't you? so,11,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1120,S28F,1120,and she was there for about three years,8,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1132,S28F,1132,erm absolutely loving what she's doing and looking er she's already I mean she's been there since March and her team leader's already said to her just to let you know there's a deputy EO position er like as in the one under her coming up she said and I want you to apply for it she said cos you've said you're looking at progressing,72,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1137,S28F,1137,that's one thing,4,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1138,S28F,1138,no that's it and,8,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1155,S28F,1155,that's what your ideal is I think isn't it really?,13,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1159,S28F,1159,was she?,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1161,S28F,1161,she don't look it does she?,8,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1162,S28F,1162,no she doesn't,4,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1164,S28F,1164,yeah oh er she's,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1165,S28F,1165,she'd go on forever,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1168,S28F,1168,but she said to me she's actually it's affected her being eighty she doesn't like being eighty cos that's a really big number and eighty you're definitely old you know she,37,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1172,S28F,1172,she always used to say she always used to say oh I've had my three score and ten to her as long as you got to you got to seventy then you're on a downward spiral,38,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_118,S28F,118,isn't it really?,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1183,S28F,1183,so the fact that she'll have to have eighty,11,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1190,S28F,1190,oh right,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1193,S28F,1193,it's,2,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1195,S28F,1195,er yeah we've had a real run of just,10,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1198,S28F,1198,have they been all at an age? or,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_12,S28F,12,I remember you always used to be cold,8,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1218,S28F,1218,I was gonna say there's been er,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1225,S28F,1225,and that was the week before the ball at,71,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1227,S28F,1227,but she'd actually said cos she was in hospital promise me you to all of them you know you must do the ball because all the the daughters and the boyfriends and husbands all came,36,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1237,S28F,1237,yeah and then with,35,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1242,S28F,1242,you do you think that don't you? you know you,12,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_125,S28F,125,just coming back he's up in,12,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1250,S28F,1250,is your how's your mum dealing with it?,10,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1254,S28F,1254,oh good,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1262,S28F,1262,good,1,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1265,S28F,1265,yeah cos you you sort of talk about things with people and and how hard things were and funny things and she's er,24,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1273,S28F,1273,yeah went on her own,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1279,S28F,1279,normally dad would be with you,6,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1280,S28F,1280,mm mm,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1281,S28F,1281,so you're somewhere together whereas you were actually on your own with nothing,19,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1285,S28F,1285,mm,56,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1289,S28F,1289,yeah cos I know you you lost your dad didn't you?,13,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1290,S28F,1290,yeah I mean some,4,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1294,S28F,1294,and I think mum's now it'll well it's not two years until next June but,18,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_13,S28F,13,I know,7,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1304,S28F,1304,all that kind of stuff,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1306,S28F,1306,keep churning it all up again,6,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1310,S28F,1310,which you get plenty of them don't you?,10,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1313,S28F,1313,there's something that well they offered it,18,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1337,S28F,1337,yeah she should do just return to sender and put deceased,11,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1350,S28F,1350,and they'd go yeah yeah okay we'll take that off,12,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1365,S28F,1365,erm,1,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_137,S28F,137,few few more little wrinkles,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1375,S28F,1375,but after that I came home and I just went over pretty much every day erm and sorting things out and I did have to say after er cos I felt that I couldn't get upset and grieve because I had to be strong for mum,47,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1390,S28F,1390,it all just gets loaded on you,7,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1392,S28F,1392,and just like you say you're not grieving,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1399,S28F,1399,all the way through everything like my whole life and this was part of the with the counselling,24,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_140,S28F,140,as it goes,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1402,S28F,1402,and did you not notice it that much?,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1405,S28F,1405,no no just,3,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1408,S28F,1408,yeah?,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1410,S28F,1410,yes,1,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1411,S28F,1411,without making a big thing about it,8,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1413,S28F,1413,my sister? oh my sister leant on me er erm,11,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1418,S28F,1418,and do you think that's why?,8,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1421,S28F,1421,yeah I think so mm,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1422,S28F,1422,that's interesting isn't it?,7,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_143,S28F,143,okay then,25,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1433,S28F,1433,yeah so er,3,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1434,S28F,1434,doing everything else?,4,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1437,S28F,1437,whereas now er it's different,6,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1439,S28F,1439,and you wouldn't,4,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1447,S28F,1447,yeah yeah I did,74,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1450,S28F,1450,how many weeks did you have worth of counselling?,10,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1455,S28F,1455,oh yeah yeah and really,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1464,S28F,1464,and has it been better for her?,8,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1470,S28F,1470,mm mm hm,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1476,S28F,1476,and it's sort of,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1478,S28F,1478,not making the ME any better isn't it?,10,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1483,S28F,1483,she needs to go she's got so much stuff that she's carrying around and it makes her,32,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1487,S28F,1487,yeah but she won't she's er even when I've spoken to her about it and,29,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_149,S28F,149,have you? really?,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1499,S28F,1499,that actually if she had the counselling she might let some stuff out and then not need to be so controlling,21,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1506,S28F,1506,she's a fool to herself,6,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1507,S28F,1507,yeah oh yeah yeah,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1509,S28F,1509,yeah this is it erm,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1510,S28F,1510,does she?,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1511,S28F,1511,and I'd got so I wouldn't play the game with her any more and I wouldn't do that and it was it was amazing and then obviously with dad being ill it it was it er changed things a bit er but then with him obviously once he died it she I,71,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1513,S28F,1513,and I had to really stop er,7,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1514,S28F,1514,to,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1515,S28F,1515,yeah yeah,2,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1524,S28F,1524,isn't it?,4,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1527,S28F,1527,yeah I think so because er I've just I was just thinking oh I just yeah,17,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1529,S28F,1529,oh yeah I know I will cos I'm I you know I do I can get on with stuff and I'll be alright and like I say I've got a really good network of people that will help me,42,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1532,S28F,1532,haven't you?,4,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1534,S28F,1534,yeah well definitely I wouldn't doubt that at all,10,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1537,S28F,1537,no no no she well she did seriously,24,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_154,S28F,154,a week on Monday yeah taking everything away erm I've got fibroids which has been giving me pain and I've so I've seen the doctor on and off and they gave me all these injections which basically it puts you through to the end of the menopause,50,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1543,S28F,1543,and I could see her being like that and just being that's just totally all er all sort of consuming,21,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1544,S28F,1544,mm self,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1555,S28F,1555,yeah she's er,4,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1557,S28F,1557,very very strong faith and she starts every morning with her quiet time as she calls it so she gets up and I think she has er like a green tea or something or and then she goes and sits and she just prays and she's got a couple of books with erm,61,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1563,S28F,1563,no,1,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1568,S28F,1568,it's how you,18,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1581,S28F,1581,so yeah,19,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1582,S28F,1582,oh yeah,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1584,S28F,1584,well it's just things they start doing when I mean we've had some quite freaky little instances since you know cos it takes them a while,28,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1586,S28F,1586,they reckon to come back through but,7,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1592,S28F,1592,telly turning itself on and off,6,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1596,S28F,1596,we'd be talking about my dad the next minute the telly'd come on,15,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1598,S28F,1598,weird,1,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1600,S28F,1600,I don't know if you've had anything like that have you?,14,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1620,S28F,1620,she was trying to tell people,6,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1638,S28F,1638,don't they?,4,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1642,S28F,1642,do you,14,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1647,S28F,1647,and then I always think oh maybe I'm imagining it and then a bit later I would feel you could actively feel it go up as they got off,30,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1654,S28F,1654,no?,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_166,S28F,166,he'd got so many bits wrong with him bless him and he was in and out of hospital and in the end we did palliative care at home and I so I stayed with him the last week and we cared for him er erm mum and I and all the,53,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1661,S28F,1661,yeah I know,3,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1666,S28F,1666,it was er,30,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1668,S28F,1668,just awful,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_167,S28F,167,that's hard isn't it?,7,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1673,S28F,1673,no I don't my mum said in a way because he'd been so poorly and because I mean they were having carers in a couple of times a day,31,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1679,S28F,1679,but the person that's been so ill I can come to terms with the fact that he's now gone and he's in a better place,28,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1683,S28F,1683,yeah so for her,66,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1691,S28F,1691,although we knew it was the last few days or week or whatever and there was so much medical stuff going on but you we had some really lovely connecting times with him just there and and mum and I were there all the time and it was just it it was lovely it was it was a really special week and all my sisters say that because they were there they were there in the day as well and like my stepbrother and my brother,86,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1702,S28F,1702,did he? did he? I don't want this any more,13,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1706,S28F,1706,oh sweet,2,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_171,S28F,171,yeah hard it's so the emotional,7,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1715,S28F,1715,mm well we er,4,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1730,S28F,1730,they must see so much mustn't they?,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1736,S28F,1736,that's fantastic,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1745,S28F,1745,yeah and just did family flowers what we actually did was erm mum did a spray and then the children we all cos there's seven kids between them,29,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1749,S28F,1749,so it was one lot of flowers from all the kids,11,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1755,S28F,1755,erm and cos the Methodist Church we did they do the cremation first,13,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1759,S28F,1759,so yeah so it was family only up at the crematorium and then we went to the the celebration of life,29,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1763,S28F,1763,and we,26,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_178,S28F,178,well he had prostate cancer,5,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1783,S28F,1783,and that basically would've paid for some like er you know certain things for somebody else and you think yeah,21,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1791,S28F,1791,yeah exactly,30,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1795,S28F,1795,exactly,1,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1798,S28F,1798,did they?,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1799,S28F,1799,so yeah cos er he er my dad was such er such a lovely man,15,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1801,S28F,1801,that the,76,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1806,S28F,1806,I bet that pleased your mum as well,8,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1816,S28F,1816,and erm what I want you to do,12,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1820,S28F,1820,okay so,21,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1822,S28F,1822,so if you think of,8,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1828,S28F,1828,bright red colour,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1829,S28F,1829,wow just goose pimples all up and down all over,10,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1832,S28F,1832,it's lovely,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1834,S28F,1834,and also another good one is is tree roots,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1838,S28F,1838,planting themself into the ground grounding you into the,9,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_184,S28F,184,I mean he was oh eighty-four so er,8,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1840,S28F,1840,into the earth,3,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1844,S28F,1844,and the next colour we're gonna do is yellow so if you think of a big red,23,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1846,S28F,1846,into your stomach area,324,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1849,S28F,1849,yeah good,2,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1852,S28F,1852,yeah? I always hold my,10,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1880,S28F,1880,because it is actually working,5,S0315,15766,30_39,36.0,F,2_secondary,D
0,S28F_1881,S28F,1881,it gets you into a state of wellbeing as such yeah,11,S0255,130992,40_49,48.0,F,4_graduate,A
0,S28F_1888,S28F,1888,so because I was getting so anxious I got to the point where I was hyperventilating and things like that,20,S0315,15766,30_39,36.0,F,2_secondary,D
